,Case ID,K means cluster
10611,ECLI-NL-RBAMS-2009-BJ0726,40
10612,ECLI-NL-GHAMS-2009-BI6136,42
10613,ECLI-NL-GHLEE-2009-BH6979,69
10614,ECLI-NL-RBMID-2008-BG6357,64
10615,ECLI-NL-GHSGR-2008-BC6523,42
10616,ECLI-NL-HR-2008-BC4460,42
10617,ECLI-NL-RBHAA-2007-BC0102,21
10618,ECLI-NL-RBROE-2007-BB5355,64
10619,ECLI-NL-RBAMS-2007-BB7955,40
10620,ECLI-NL-RBZLY-2006-BA0712,42
10621,ECLI-NL-RVS-2006-AZ4279,67
10622,ECLI-NL-RBALM-2006-BR1720,37
10623,ECLI-NL-RBHAA-2006-AZ3146,42
10624,ECLI-NL-RBSGR-2006-AY7243,22
10625,ECLI-NL-RBGRO-2006-AY5611,Selling
10626,ECLI-NL-RVS-2006-AX0735,67
10627,ECLI-NL-RBROT-2006-AW9237,1
10628,ECLI-NL-PHR-2006-AU9377,52
10629,ECLI-NL-RBZUT-2005-AU9902,Selling
10630,ECLI-NL-CRVB-2005-AU4831,42
10631,ECLI-NL-CRVB-2005-AU4833,42
10632,ECLI-NL-CRVB-2005-AU4838,42
10633,ECLI-NL-GHARN-2005-AT9153,42
10634,ECLI-NL-CRVB-2005-AT6382,42
10635,ECLI-NL-RBSGR-2005-AT4195,22
10636,ECLI-NL-PHR-2005-AS3596,7
10637,ECLI-NL-RBHAA-2005-AT4428,Transport
10638,ECLI-NL-CRVB-2004-AS2315,42
10639,ECLI-NL-CRVB-2004-AS3350,42
10640,ECLI-NL-PHR-2004-AR3264,Selling
10641,ECLI-NL-GHARN-2004-AR5239,42
10642,ECLI-NL-RBHAA-2004-BD5411,Transport
10643,ECLI-NL-RBSGR-2004-AO9178,22
10644,ECLI-NL-RBARN-2004-AO9353,67
10645,ECLI-NL-GHSHE-2004-AP1479,Transport
10646,ECLI-NL-GHSHE-2003-AN9859,Transport
10647,ECLI-NL-RBSGR-2003-AM2682,22
10648,ECLI-NL-RBSGR-2003-AM2709,22
10649,ECLI-NL-RBSGR-2003-AM2878,22
10650,ECLI-NL-PHR-2003-AG3572,Production
10651,ECLI-NL-CBB-2003-AM7938,42
10652,ECLI-NL-GHAMS-2003-AJ3485,42
10653,ECLI-NL-CRVB-2003-AF7861,42
10654,ECLI-NL-RBHAA-2003-AF4556,52
10655,ECLI-NL-GHSHE-2003-AF3987,51
10656,ECLI-NL-RBDOR-2002-AE7378,Selling
10657,ECLI-NL-RBMID-2002-AE2480,42
10658,ECLI-NL-GHSGR-2002-AE0747,42
10659,ECLI-NL-RBMID-2001-AD4712,56
10660,ECLI-NL-GHAMS-2001-AD8590,37
10661,ECLI-NL-GHSGR-2000-AD9586,Transport
10662,ECLI-NL-CRVB-1999-AA8511,5
10663,ECLI-NL-GHSHE-2019-4578,Selling
10664,ECLI-NL-RBOVE-2020-2864,Transport
10665,ECLI-NL-RBLIM-2020-5621,13
10666,ECLI-NL-RBMNE-2019-3407,Transport
10667,ECLI-NL-GHARL-2019-2051,14
10668,ECLI-NL-RBLIM-2017-12725,Transport
10669,ECLI-NL-RBZWB-2021-6258,Production
10670,ECLI-NL-RBZWB-2021-6252,Production
10671,ECLI-NL-RBZWB-2021-6255,Production
10672,ECLI-NL-RBROT-2021-10432,9
10673,ECLI-NL-RBOVE-2021-3959,9
10674,ECLI-NL-RBZWB-2021-5159,Selling
10675,ECLI-NL-RBAMS-2021-5678,47
10676,ECLI-NL-RBZWB-2021-3672,42
10677,ECLI-NL-GHAMS-2021-2001,69
10678,ECLI-NL-RBLIM-2021-4902,49
10679,ECLI-NL-PHR-2021-549,40
10680,ECLI-NL-RBZWB-2021-1740,9
10681,ECLI-NL-RBNHO-2021-2254,9
10682,ECLI-NL-GHARL-2021-904,14
10683,ECLI-NL-RBLIM-2021-678,9
10684,ECLI-NL-RBMNE-2021-231,Selling
10685,ECLI-NL-RBNHO-2021-2065,Transport
10686,ECLI-NL-RBMNE-2020-4619,9
10687,ECLI-NL-RBNHO-2020-6999,47
10688,ECLI-NL-GHSHE-2020-2786,Production
10689,ECLI-NL-RBOVE-2020-2499,14
10690,ECLI-NL-RBNHO-2020-5328,Transport
10691,ECLI-NL-GHARL-2020-3356,13
10692,ECLI-NL-RBROT-2020-2524,49
10693,ECLI-NL-RBROT-2020-5354,49
10694,ECLI-NL-RBLIM-2019-11327,42
10695,ECLI-NL-RBOBR-2019-6265,54
10696,ECLI-NL-RBAMS-2019-7742,Transport
10697,ECLI-NL-RBAMS-2019-7744,Selling
10698,ECLI-NL-GHARL-2019-7660,56
10699,ECLI-NL-RBROT-2019-6429,9
10700,ECLI-NL-RBZWB-2019-3285,9
10701,ECLI-NL-RBROT-2019-5100,Production
10702,ECLI-NL-RBAMS-2019-3751,Selling
10703,ECLI-NL-RBAMS-2019-3752,Selling
10704,ECLI-NL-PHR-2019-252,Selling
10705,ECLI-NL-RBLIM-2019-1680,Selling
10706,ECLI-NL-RBLIM-2019-1762,20
10707,ECLI-NL-RBROT-2018-10271,42
10708,ECLI-NL-RBROT-2018-10931,5
10709,ECLI-NL-PHR-2018-1307,Possession
10710,ECLI-NL-RBAMS-2018-7923,40
10711,ECLI-NL-RBNHO-2018-9355,39
10712,ECLI-NL-RBGEL-2018-3208,49
10713,ECLI-NL-RBLIM-2018-6062,9
10714,ECLI-NL-RBOBR-2018-2932,39
10715,ECLI-NL-RBOBR-2018-2933,39
10716,ECLI-NL-RBOBR-2018-2934,39
10717,ECLI-NL-RBOBR-2018-1470,Transport
10718,ECLI-NL-PHR-2017-1514,60
10719,ECLI-NL-RBOVE-2017-3223,9
10720,ECLI-NL-RBGEL-2017-1670,49
10721,ECLI-NL-GHSHE-2016-4434,21
10722,ECLI-NL-RBDHA-2016-11829,Transport
10723,ECLI-NL-RBGEL-2016-2648,9
10724,ECLI-NL-RBOBR-2016-1720,16
10725,ECLI-NL-GHSHE-2016-683,Money laundering
10726,ECLI-NL-GHSHE-2016-681,Money laundering
10727,ECLI-NL-RBMNE-2015-8447,45
10728,ECLI-NL-RBLIM-2015-9627,69
10729,ECLI-NL-RBMNE-2015-7774,49
10730,ECLI-NL-GHARL-2015-8144,Production
10731,ECLI-NL-GHDHA-2015-2962,39
10732,ECLI-NL-GHSHE-2015-3710,52
10733,ECLI-NL-RBOVE-2015-4278,Transport
10734,ECLI-NL-RBOVE-2015-3596,49
10735,ECLI-NL-PHR-2015-1005,14
10736,ECLI-NL-RBNNE-2015-1484,51
10737,ECLI-NL-RBNNE-2014-6665,9
10738,ECLI-NL-RBROT-2014-10416,Possession
10739,ECLI-NL-RBDHA-2014-15729,42
10740,ECLI-NL-GHSHE-2014-4224,2
10741,ECLI-NL-RBNNE-2014-4943,13
10742,ECLI-NL-RBMNE-2014-4792,Possession
10743,ECLI-NL-HR-2014-2756,Production
10744,ECLI-NL-RBLIM-2014-7932,47
10745,ECLI-NL-HR-2014-2650,Selling
10746,ECLI-NL-HR-2014-2649,Selling
10747,ECLI-NL-RBAMS-2014-4480,14
10748,ECLI-NL-RBDHA-2014-7009,14
10749,ECLI-NL-RBNNE-2013-6924,42
10750,ECLI-NL-PHR-2013-1613,42
10751,ECLI-NL-RBMNE-2013-2759,49
10752,ECLI-NL-GHARL-2013-BZ8892,6
10753,ECLI-NL-RBNNE-2013-2436,39
10754,ECLI-NL-HR-2013-BX5539,Selling
10755,ECLI-NL-PHR-2012-BX9594,Transport
10756,ECLI-NL-RBZUT-2012-BY0231,14
10757,ECLI-NL-RBSGR-2012-BX6591,Possession
10758,ECLI-NL-RBSGR-2012-BX6604,Possession
10759,ECLI-NL-RBZUT-2012-BX7584,14
10760,ECLI-NL-RBZUT-2012-BX1995,49
10761,ECLI-NL-RBSGR-2012-BX1706,42
10762,ECLI-NL-GHSGR-2012-BX4054,52
10763,ECLI-NL-PHR-2012-BT6362,47
10764,ECLI-NL-RBUTR-2012-BV7121,14
10765,ECLI-NL-RBZUT-2012-BV6186,39
10766,ECLI-NL-RBMAA-2012-BV1365,Production
10767,ECLI-NL-GHAMS-2011-BV0052,Possession
10768,ECLI-NL-RBSGR-2011-BX2040,69
10769,ECLI-NL-RBBRE-2011-BU1287,69
10770,ECLI-NL-RBARN-2011-BT8827,58
10771,ECLI-NL-GHAMS-2011-BX5122,52
10772,ECLI-NL-RBMAA-2011-BR3314,39
10773,ECLI-NL-GHARN-2011-1698,42
10774,ECLI-NL-RBUTR-2011-BQ9588,4
10775,ECLI-NL-PHR-2011-BM9102,Selling
10776,ECLI-NL-RBGRO-2010-BN6362,52
10777,ECLI-NL-RBDOR-2010-BN3394,37
10778,ECLI-NL-PHR-2010-BM2428,27
10779,ECLI-NL-RBZUT-2010-BM3562,37
10780,ECLI-NL-GHSHE-2009-BK7285,Transport
10781,ECLI-NL-PHR-2009-BI3837,Selling
10782,ECLI-NL-RBUTR-2009-BJ2148,Transport
10783,ECLI-NL-RBUTR-2009-BJ2159,Transport
10784,ECLI-NL-PHR-2009-BH7295,52
10785,ECLI-NL-RBROE-2009-BI3493,42
10786,ECLI-NL-RBROE-2009-BI3040,42
10787,ECLI-NL-GHLEE-2009-BI0995,49
10788,ECLI-NL-GHAMS-2009-BI6139,Selling
10789,ECLI-NL-RBDOR-2009-BH6207,49
10790,ECLI-NL-GHARN-2009-BH1622,55
10791,ECLI-NL-RBZUT-2008-BG4380,11
10792,ECLI-NL-RBUTR-2008-BG4165,5
10793,ECLI-NL-RBZUT-2008-BE8789,14
10794,ECLI-NL-GHAMS-2008-BD0275,13
10795,ECLI-NL-RBSHE-2008-BC3132,42
10796,ECLI-NL-GHARN-2008-BC8273,21
10797,ECLI-NL-RBAMS-2007-BF7250,11
10798,ECLI-NL-RBSHE-2007-BA8865,42
10799,ECLI-NL-RBALM-2007-BA0438,42
10800,ECLI-NL-HR-2006-AV0361,27
10801,ECLI-NL-GHSHE-2004-AR5565,13
10802,ECLI-NL-PHR-2002-AD8780,Money laundering
10803,ECLI-NL-GHAMS-2002-AE7044,Transport
10804,ECLI-NL-HR-2000-AA7233,Selling
10805,ECLI-NL-RBNNE-2021-5044,49
10806,ECLI-NL-GHARL-2021-10550,52
10807,ECLI-NL-RBNNE-2021-19,56
10808,ECLI-NL-RBOBR-2018-4540,52
10809,ECLI-NL-RBMNE-2014-4087,49
10810,ECLI-NL-GHSHE-2014-956,Transport
10811,ECLI-NL-RBDHA-2013-CA2375,42
10812,ECLI-NL-RBAMS-2012-BV8261,Transport
10813,ECLI-NL-PHR-2010-BO2514,52
10814,ECLI-NL-RBGEL-2021-1003,47
10815,ECLI-NL-RBNHO-2021-265,19
10816,ECLI-NL-PHR-2013-BZ6654,60
10817,ECLI-NL-PHR-2006-AV0361,27
10818,ECLI-NL-RBGEL-2021-6292,9
10819,ECLI-NL-RBMNE-2019-3472,9
10820,ECLI-NL-RBNHO-2019-6071,6
10821,ECLI-NL-RBNNE-2018-4798,56
10822,ECLI-NL-RBZWB-2018-1859,42
10823,ECLI-NL-RBROT-2018-562,6
10824,ECLI-NL-RBZWB-2016-2698,Production
10825,ECLI-NL-PHR-2015-1016,42
10826,ECLI-NL-RBDHA-2014-12641,26
10827,ECLI-NL-PHR-2014-1922,Transport
10828,ECLI-NL-GHAMS-2014-3622,14
10829,ECLI-NL-RBBRE-2011-BQ2877,Production
10830,ECLI-NL-RBAMS-2008-BG7853,Selling
10831,ECLI-NL-HR-2008-BD1715,Selling
10832,ECLI-NL-RBROT-2008-BC8718,Transport
10833,ECLI-NL-GHSHE-2003-AO9528,Selling
10834,ECLI-NL-GHARL-2021-11256,63
10835,ECLI-NL-GHDHA-2021-2369,21
10836,ECLI-NL-GHAMS-2021-3351,42
10837,ECLI-NL-RBAMS-2021-6232,40
10838,ECLI-NL-RBNNE-2021-4404,50
10839,ECLI-NL-RBROT-2021-10172,53
10840,ECLI-NL-RBNNE-2021-4087,69
10841,ECLI-NL-RBGEL-2021-4805,23
10842,ECLI-NL-RBROT-2021-8748,42
10843,ECLI-NL-RBZWB-2021-3625,42
10844,ECLI-NL-RBGEL-2021-4172,13
10845,ECLI-NL-RBNNE-2021-4045,42
10846,ECLI-NL-OGEAA-2021-339,Transport
10847,ECLI-NL-OGEAA-2021-125,42
10848,ECLI-NL-RBOVE-2021-1330,27
10849,ECLI-NL-RBOVE-2021-1056,67
10850,ECLI-NL-RBROT-2021-760,5
10851,ECLI-NL-RBROT-2021-315,Transport
10852,ECLI-NL-RBDHA-2021-2684,26
10853,ECLI-NL-GHSHE-2020-3996,24
10854,ECLI-NL-RBNNE-2020-4374,42
10855,ECLI-NL-RBAMS-2020-6102,42
10856,ECLI-NL-RBDHA-2020-14969,42
10857,ECLI-NL-GHAMS-2020-3293,Selling
10858,ECLI-NL-GHAMS-2020-3294,Selling
10859,ECLI-NL-RBDHA-2020-10698,Transport
10860,ECLI-NL-GHAMS-2020-2678,24
10861,ECLI-NL-GHDHA-2020-1565,9
10862,ECLI-NL-RBROT-2020-6727,Possession
10863,ECLI-NL-RBOVE-2020-2490,49
10864,ECLI-NL-RBLIM-2020-5448,42
10865,ECLI-NL-RBDHA-2020-5855,9
10866,ECLI-NL-RBMNE-2020-2657,33
10867,ECLI-NL-GHARL-2020-3966,Production
10868,ECLI-NL-GHARL-2020-3967,Production
10869,ECLI-NL-RBZWB-2020-1992,13
10870,ECLI-NL-PHR-2020-370,42
10871,ECLI-NL-RBGEL-2020-1001,42
10872,ECLI-NL-RBROT-2020-1392,24
10873,ECLI-NL-GHSHE-2020-198,24
10874,ECLI-NL-RBROT-2020-398,27
10875,ECLI-NL-GHSHE-2019-4628,24
10876,ECLI-NL-RBROT-2019-10916,42
10877,ECLI-NL-GHARL-2019-10033,1
10878,ECLI-NL-RBAMS-2019-8624,42
10879,ECLI-NL-HR-2019-1589,42
10880,ECLI-NL-RBMNE-2019-6680,42
10881,ECLI-NL-RBNNE-2019-3809,37
10882,ECLI-NL-RBNNE-2019-3263,Possession
10883,ECLI-NL-RBNNE-2019-2759,52
10884,ECLI-NL-RBDHA-2019-6497,26
10885,ECLI-NL-RVS-2019-1714,Selling
10886,ECLI-NL-GHSHE-2019-1906,24
10887,ECLI-NL-RBROT-2019-3993,Selling
10888,ECLI-NL-HR-2019-422,19
10889,ECLI-NL-RBAMS-2019-3900,13
10890,ECLI-NL-GHSHE-2019-52,24
10891,ECLI-NL-GHSHE-2019-54,21
10892,ECLI-NL-RVS-2018-4281,Selling
10893,ECLI-NL-RBGEL-2018-5712,Production
10894,ECLI-NL-GHAMS-2018-4122,21
10895,ECLI-NL-RBAMS-2018-7596,21
10896,ECLI-NL-RBDHA-2018-10946,0
10897,ECLI-NL-RBNHO-2018-7891,9
10898,ECLI-NL-RBNHO-2018-6653,3
10899,ECLI-NL-OGHACMB-2018-271,42
10900,ECLI-NL-RBNNE-2018-2623,54
10901,ECLI-NL-RBAMS-2018-3862,Transport
10902,ECLI-NL-GHAMS-2018-3078,42
10903,ECLI-NL-RBOVE-2018-1337,42
10904,ECLI-NL-GHAMS-2018-1331,42
10905,ECLI-NL-RBROT-2018-4776,42
10906,ECLI-NL-GHAMS-2018-466,38
10907,ECLI-NL-RBDHA-2018-2943,26
10908,ECLI-NL-RBGEL-2018-512,67
10909,ECLI-NL-RBDHA-2018-780,42
10910,ECLI-NL-RBLIM-2017-12408,21
10911,ECLI-NL-GHDHA-2017-4025,56
10912,ECLI-NL-OGEAC-2017-160,5
10913,ECLI-NL-CRVB-2017-2792,2
10914,ECLI-NL-RBNNE-2017-3004,9
10915,ECLI-NL-RBROT-2017-5559,Selling
10916,ECLI-NL-RBMNE-2017-4150,1
10917,ECLI-NL-RBDHA-2017-7852,64
10918,ECLI-NL-RBGEL-2017-2785,14
10919,ECLI-NL-RBAMS-2017-3426,16
10920,ECLI-NL-RVS-2017-1275,2
10921,ECLI-NL-CRVB-2017-1816,2
10922,ECLI-NL-PHR-2017-548,42
10923,ECLI-NL-PHR-2017-192,49
10924,ECLI-NL-RBNNE-2017-461,58
10925,ECLI-NL-RVS-2016-3401,67
10926,ECLI-NL-GHARL-2016-9354,63
10927,ECLI-NL-GHSHE-2016-3666,42
10928,ECLI-NL-GHAMS-2016-3301,9
10929,ECLI-NL-RBAMS-2016-4984,20
10930,ECLI-NL-GHAMS-2016-3102,42
10931,ECLI-NL-GHAMS-2016-2251,42
10932,ECLI-NL-RBOBR-2016-7512,42
10933,ECLI-NL-RBOVE-2016-1159,Production
10934,ECLI-NL-RBNNE-2016-2507,Possession
10935,ECLI-NL-RBLIM-2016-2725,42
10936,ECLI-NL-RBOBR-2016-572,11
10937,ECLI-NL-RBOBR-2016-398,42
10938,ECLI-NL-GHDHA-2016-170,46
10939,ECLI-NL-GHAMS-2016-40,24
10940,ECLI-NL-RBAMS-2015-7785,21
10941,ECLI-NL-RBAMS-2015-7784,Possession
10942,ECLI-NL-RBOVE-2015-4604,42
10943,ECLI-NL-RBOBR-2015-5482,3
10944,ECLI-NL-RVS-2015-2831,67
10945,ECLI-NL-RBNHO-2015-12193,20
10946,ECLI-NL-RBNHO-2015-6562,20
10947,ECLI-NL-GHAMS-2015-2938,21
10948,ECLI-NL-GHARL-2015-10202,35
10949,ECLI-NL-RBNHO-2015-5124,42
10950,ECLI-NL-RBDHA-2015-5730,Possession
10951,ECLI-NL-GHARL-2015-3583,1
10952,ECLI-NL-RBNHO-2015-1330,Transport
10953,ECLI-NL-RVS-2015-213,67
10954,ECLI-NL-RBGEL-2014-4116,0
10955,ECLI-NL-RVS-2014-2095,67
10956,ECLI-NL-GHAMS-2014-1900,55
10957,ECLI-NL-GHAMS-2014-1290,Transport
10958,ECLI-NL-RVS-2014-694,26
10959,ECLI-NL-RBOBR-2014-573,35
10960,ECLI-NL-GHARL-2013-9562,52
10961,ECLI-NL-RBMNE-2013-6158,Possession
10962,ECLI-NL-RBOBR-2013-6202,35
10963,ECLI-NL-RBROT-2013-8487,51
10964,ECLI-NL-RBNHO-2013-9089,Transport
10965,ECLI-NL-GHARL-2013-5254,21
10966,ECLI-NL-RBAMS-2013-4380,60
10967,ECLI-NL-RBAMS-2013-3067,49
10968,ECLI-NL-GHARL-2013-CA0095,21
10969,ECLI-NL-RBONE-2013-BZ5197,Transport
10970,ECLI-NL-RBROT-2012-BY5734,30
10971,ECLI-NL-HR-2012-BY0269,42
10972,ECLI-NL-RBLEE-2012-CA2962,51
10973,ECLI-NL-RBAMS-2012-BY3426,26
10974,ECLI-NL-RBASS-2012-BX8709,42
10975,ECLI-NL-RBSHE-2012-BX3374,35
10976,ECLI-NL-RBSGR-2012-BX0062,42
10977,ECLI-NL-RBSHE-2012-BW9026,69
10978,ECLI-NL-RBSHE-2012-BV3800,19
10979,ECLI-NL-RBBRE-2012-BV6078,42
10980,ECLI-NL-RBAMS-2012-BV1119,40
10981,ECLI-NL-RBUTR-2011-BV3799,35
10982,ECLI-NL-RBUTR-2011-BW8561,35
10983,ECLI-NL-RBUTR-2011-BU5551,Transport
10984,ECLI-NL-RBHAA-2011-BU4112,Transport
10985,ECLI-NL-RBZUT-2011-BR4854,46
10986,ECLI-NL-RBSHE-2011-BR2568,1
10987,ECLI-NL-PHR-2011-BQ0832,42
10988,ECLI-NL-RBUTR-2011-BQ8722,35
10989,ECLI-NL-GHARN-2011-BQ6864,35
10990,ECLI-NL-RBAMS-2011-BQ9517,40
10991,ECLI-NL-RBAMS-2011-BT8703,20
10992,ECLI-NL-RBUTR-2011-BP9657,13
10993,ECLI-NL-GHSHE-2011-BP4545,42
10994,ECLI-NL-RBASS-2011-BQ4349,49
10995,ECLI-NL-RBROE-2010-BO6412,40
10996,ECLI-NL-RBUTR-2010-BO4918,13
10997,ECLI-NL-RBAMS-2010-BN8268,40
10998,ECLI-NL-RBMAA-2010-BN5496,42
10999,ECLI-NL-RBZLY-2010-BN1365,9
11000,ECLI-NL-PHR-2010-BM0282,42
11001,ECLI-NL-RBSGR-2010-BM7547,26
11002,ECLI-NL-RBALM-2010-BM5828,Production
11003,ECLI-NL-CRVB-2010-BM7007,Selling
11004,ECLI-NL-RVS-2010-BM4197,67
11005,ECLI-NL-RBSGR-2010-BM3128,26
11006,ECLI-NL-RVS-2009-BK5057,42
11007,ECLI-NL-RBZLY-2009-BK3139,9
11008,ECLI-NL-RBUTR-2009-BL0165,14
11009,ECLI-NL-RBAMS-2009-BK3770,Money laundering
11010,ECLI-NL-PHR-2009-BI4663,42
11011,ECLI-NL-RBSGR-2009-BJ9677,67
11012,ECLI-NL-HR-2009-BH5700,42
11013,ECLI-NL-GHAMS-2009-BI4930,42
11014,ECLI-NL-RBMAA-2009-BH5030,67
11015,ECLI-NL-GHSGR-2009-BH6455,13
11016,ECLI-NL-GHLEE-2009-BH1070,42
11017,ECLI-NL-RBSGR-2008-BG8391,42
11018,ECLI-NL-GHARN-2008-BG7398,Selling
11019,ECLI-NL-OGHNAA-2008-BH7070,19
11020,ECLI-NL-RBSHE-2008-BF2947,67
11021,ECLI-NL-RBSGR-2008-BD9814,7
11022,ECLI-NL-RBZUT-2008-BD5858,16
11023,ECLI-NL-RVS-2008-BD3607,51
11024,ECLI-NL-RBHAA-2008-BE8716,67
11025,ECLI-NL-GHSGR-2008-BC6500,42
11026,ECLI-NL-GHSGR-2008-BC6515,42
11027,ECLI-NL-RBSHE-2008-BC5332,42
11028,ECLI-NL-GHSGR-2007-BB8104,27
11029,ECLI-NL-HR-2007-BA2279,46
11030,ECLI-NL-RBSGR-2007-BB0522,22
11031,ECLI-NL-RBSHE-2007-BA7816,13
11032,ECLI-NL-GHAMS-2007-BA6642,42
11033,ECLI-NL-HR-2007-AZ4109,1
11034,ECLI-NL-RVS-2006-AZ3204,67
11035,ECLI-NL-RBUTR-2006-AZ0763,20
11036,ECLI-NL-GHSHE-2006-BA5775,21
11037,ECLI-NL-RBHAA-2006-AY4028,42
11038,ECLI-NL-RBDOR-2006-AY0898,55
11039,ECLI-NL-HR-2006-AU3426,42
11040,ECLI-NL-RBROT-2005-AT7771,52
11041,ECLI-NL-CRVB-2004-AS2355,2
11042,ECLI-NL-GHSGR-2004-AT2621,42
11043,ECLI-NL-RBZUT-2004-AR6683,Transport
11044,ECLI-NL-RBSGR-2004-AR6448,22
11045,ECLI-NL-RBSGR-2004-AR6449,42
11046,ECLI-NL-RBDOR-2004-AR3608,42
11047,ECLI-NL-GHLEE-2004-AR7239,42
11048,ECLI-NL-GHAMS-2004-AR3192,19
11049,ECLI-NL-RBMID-2004-AO2109,Production
11050,ECLI-NL-GHARN-2003-AN9162,13
11051,ECLI-NL-GHLEE-2003-AI1273,Selling
11052,ECLI-NL-RBSGR-2003-AI0442,22
11053,ECLI-NL-PHR-2003-AF7682,44
11054,ECLI-NL-RBSGR-2002-AF5186,64
11055,ECLI-NL-RBARN-2002-AD9273,69
11056,ECLI-NL-RBSGR-2001-AD5765,22
11057,ECLI-NL-RBALK-2001-AD4688,42
11058,ECLI-NL-RBHAA-2001-AD4600,Transport
11059,ECLI-NL-RBUTR-2001-AB3350,42
11060,ECLI-NL-GHSHE-2000-AA8461,Money laundering
11061,ECLI-NL-GHLEE-2000-AD8365,Selling
11062,ECLI-NL-GHARL-2021-9526,49
11063,ECLI-NL-PHR-2019-608,46
11064,ECLI-NL-RBROT-2018-8543,Transport
11065,ECLI-NL-RBHAA-2009-BK3851,Possession
11066,ECLI-NL-RBAMS-2021-5088,42
11067,ECLI-NL-RBNNE-2020-3888,Selling
11068,ECLI-NL-RBNNE-2020-3889,Selling
11069,ECLI-NL-GHSHE-2021-3632,24
11070,ECLI-NL-GHDHA-2021-2340,Production
11071,ECLI-NL-RBLIM-2021-8486,Possession
11072,ECLI-NL-RBNNE-2021-4495,13
11073,ECLI-NL-GHSHE-2021-2984,21
11074,ECLI-NL-RBZWB-2021-4669,37
11075,ECLI-NL-RBAMS-2021-4703,52
11076,ECLI-NL-OGEAA-2021-357,Transport
11077,ECLI-NL-GHAMS-2021-3510,9
11078,ECLI-NL-RBROT-2021-6455,42
11079,ECLI-NL-RBOVE-2021-2593,67
11080,ECLI-NL-GHAMS-2021-1833,9
11081,ECLI-NL-RBZWB-2021-3068,Production
11082,ECLI-NL-RBGEL-2021-3033,9
11083,ECLI-NL-HR-2021-852,Production
11084,ECLI-NL-GHAMS-2021-1553,42
11085,ECLI-NL-RBOBR-2021-2540,3
11086,ECLI-NL-RBOBR-2021-2469,50
11087,ECLI-NL-RBGEL-2021-2810,0
11088,ECLI-NL-GHARL-2021-4620,39
11089,ECLI-NL-RBNNE-2021-1976,42
11090,ECLI-NL-OGEAA-2021-365,Transport
11091,ECLI-NL-RBROT-2021-4074,67
11092,ECLI-NL-OGEAA-2021-330,Transport
11093,ECLI-NL-GHAMS-2021-1342,Selling
11094,ECLI-NL-GHARL-2021-4150,9
11095,ECLI-NL-RBDHA-2021-4885,9
11096,ECLI-NL-GHARL-2021-3506,42
11097,ECLI-NL-RBNHO-2021-4603,9
11098,ECLI-NL-RBNNE-2021-773,Production
11099,ECLI-NL-GHDHA-2021-627,49
11100,ECLI-NL-RBAMS-2021-973,5
11101,ECLI-NL-RBROT-2021-3282,42
11102,ECLI-NL-RBAMS-2021-498,9
11103,ECLI-NL-GHDHA-2021-265,42
11104,ECLI-NL-RBNHO-2021-348,21
11105,ECLI-NL-RBAMS-2021-444,9
11106,ECLI-NL-GHSHE-2021-16,24
11107,ECLI-NL-RBNNE-2021-20,37
11108,ECLI-NL-RBLIM-2020-10503,24
11109,ECLI-NL-RBLIM-2020-10141,50
11110,ECLI-NL-HR-2020-2015,33
11111,ECLI-NL-RVS-2020-2917,9
11112,ECLI-NL-RBZWB-2020-6013,5
11113,ECLI-NL-RBZWB-2020-6004,51
11114,ECLI-NL-RBNNE-2020-4184,9
11115,ECLI-NL-RBAMS-2020-6181,40
11116,ECLI-NL-RBDHA-2020-10159,37
11117,ECLI-NL-RBNNE-2020-3672,42
11118,ECLI-NL-GHARL-2020-7987,35
11119,ECLI-NL-RBAMS-2020-4604,33
11120,ECLI-NL-RBNHO-2020-7635,24
11121,ECLI-NL-RBMNE-2020-4580,33
11122,ECLI-NL-RBROT-2020-9965,42
11123,ECLI-NL-RBLIM-2020-8871,67
11124,ECLI-NL-GHAMS-2020-2209,Production
11125,ECLI-NL-RBAMS-2020-3567,54
11126,ECLI-NL-HR-2020-1073,9
11127,ECLI-NL-RBZWB-2020-2841,21
11128,ECLI-NL-RVS-2020-1319,67
11129,ECLI-NL-GHARL-2020-4439,9
11130,ECLI-NL-RBROT-2020-4377,42
11131,ECLI-NL-RBMNE-2020-2006,33
11132,ECLI-NL-RBGEL-2020-2519,Transport
11133,ECLI-NL-RBZWB-2020-2010,Possession
11134,ECLI-NL-RBOBR-2020-2415,21
11135,ECLI-NL-RBAMS-2020-1952,1
11136,ECLI-NL-RBAMS-2020-1759,9
11137,ECLI-NL-CRVB-2020-712,42
11138,ECLI-NL-RBOVE-2020-1243,42
11139,ECLI-NL-RBNNE-2020-1360,1
11140,ECLI-NL-RBAMS-2020-1973,1
11141,ECLI-NL-RBNNE-2020-1159,37
11142,ECLI-NL-RVS-2020-489,30
11143,ECLI-NL-RBZWB-2020-1822,23
11144,ECLI-NL-RBNNE-2020-1094,24
11145,ECLI-NL-RBAMS-2020-1439,42
11146,ECLI-NL-GHARL-2020-1276,24
11147,ECLI-NL-GHAMS-2020-1092,Transport
11148,ECLI-NL-RBNNE-2020-475,42
11149,ECLI-NL-RBMNE-2020-389,42
11150,ECLI-NL-RBLIM-2020-883,13
11151,ECLI-NL-HR-2020-122,6
11152,ECLI-NL-GHSHE-2020-199,24
11153,ECLI-NL-RBAMS-2020-43,9
11154,ECLI-NL-RBDHA-2019-14827,42
11155,ECLI-NL-GHDHA-2019-3684,42
